"title","level","service","category","description","id"
"Disable Administrative Share Creation at Startup","medium","","registry_set","Administrative shares are hidden network shares created by Microsoft Windows NT operating systems that grant system administrators remote access to every disk volume on a network-connected system","2946c058-5b67-3779-9a29-6cd622926e09"
"UAC Secure Desktop Prompt Disabled","medium","","registry_set","Detects when an attacker tries to change User Account Control (UAC) elevation request destination via the ""PromptOnSecureDesktop"" value.
The ""PromptOnSecureDesktop"" setting specifically determines whether UAC prompts are displayed on the secure desktop. The secure desktop is a separate desktop environment that's isolated from other processes running on the system. It's designed to prevent malicious software from intercepting or tampering with UAC prompts.
When ""PromptOnSecureDesktop"" is set to 0, UAC prompts are displayed on the user's current desktop instead of the secure desktop. This reduces the level of security because it potentially exposes the prompts to manipulation by malicious software.
","4475b3bd-9b24-b189-1118-871c5fe3fe17"
"New Root or CA or AuthRoot Certificate to Store","medium","","registry_set","Detects the addition of new root, CA or AuthRoot certificates to the Windows registry","8365c772-65e3-7f23-1606-2a2ecbd20235"
"Registry Hide Function from User","medium","","registry_set","Detects registry modifications that hide internal tools or functions from the user (malware like Agent Tesla, Hermetic Wiper uses this technique)","e95c5cb7-fd08-cb3b-14e8-d0a4287e6f68"
"New Netsh Helper DLL Registered From A Suspicious Location","high","","registry_set","Detects changes to the Netsh registry key to add a new DLL value that is located on a suspicious location. This change might be an indication of a potential persistence attempt by adding a malicious Netsh helper
","57fba93d-7938-c3fd-109b-6d1fb6037e2c"
"Add Debugger Entry To AeDebug For Persistence","medium","","registry_set","Detects when an attacker adds a new ""Debugger"" value to the ""AeDebug"" key in order to achieve persistence which will get invoked when an application crashes","8b15d432-7c88-1622-8af2-9ab6b7134bdf"
"Service Binary in Suspicious Folder","high","","registry_set","Detect the creation of a service with a service binary located in a suspicious directory","ed9f6502-6cf6-8a06-be4a-10027cabb474"
"Windows Defender Service Disabled - Registry","high","","registry_set","Detects when an attacker or tool disables the  Windows Defender service (WinDefend) via the registry","7f5a4070-c4d2-ba36-ab1f-378da90ddf45"
"Bypass UAC Using SilentCleanup Task","high","","registry_set","Detects the setting of the environement variable ""windir"" to a non default value.
Attackers often abuse this variable in order to trigger a UAC bypass via the ""SilentCleanup"" task.
The SilentCleanup task located in %windir%\system32\cleanmgr.exe is an auto-elevated task that can be abused to elevate any file with administrator privileges without prompting UAC.
","b9c795cf-be1f-5020-c75e-f51c56483739"
"Disable Exploit Guard Network Protection on Windows Defender","medium","","registry_set","Detects disabling Windows Defender Exploit Guard Network Protection","a1e4b72a-2af2-0002-fb44-971730e2befa"
"Wow6432Node Classes Autorun Keys Modification","medium","","registry_set","Detects modification of autostart extensibility point (ASEP) in registry.","50b1dd22-8438-5c33-c5f2-00496987423b"
"Potential Persistence Via Shim Database Modification","medium","","registry_set","Adversaries may establish persistence and/or elevate privileges by executing malicious content triggered by application shims.
The Microsoft Windows Application Compatibility Infrastructure/Framework (Application Shim) was created to allow for backward compatibility of software as the operating system codebase changes over time
","bc03960b-bb9d-b48c-e6cd-73b6e8d17d74"
"Potential Persistence Via GlobalFlags","high","","registry_set","Detects registry persistence technique using the GlobalFlags and SilentProcessExit keys","f8423558-5803-e6d5-bd1e-0094253e8d41"
"Suspicious Path In Keyboard Layout IME File Registry Value","high","","registry_set","Detects usage of Windows Input Method Editor (IME) keyboard layout feature, which allows an attacker to load a DLL into the process after sending the WM_INPUTLANGCHANGEREQUEST message.
Before doing this, the client needs to register the DLL in a special registry key that is assumed to implement this keyboard layout. This registry key should store a value named ""Ime File"" with a DLL path.
IMEs are essential for languages that have more characters than can be represented on a standard keyboard, such as Chinese, Japanese, and Korean.
","595fb3ac-f3e2-e83b-fe23-f4a160b15c17"
"New Application in AppCompat","informational","","registry_set","A General detection for a new application in AppCompat. This indicates an application executing for the first time on an endpoint.","bc9f1068-0677-5580-301a-add396842846"
"Add Debugger Entry To Hangs Key For Persistence","high","","registry_set","Detects when an attacker adds a new ""Debugger"" value to the ""Hangs"" key in order to achieve persistence which will get invoked when an application crashes","9f96ee4d-d1e8-d5d0-e2d8-8fce145b8006"
"Wdigest Enable UseLogonCredential","high","","registry_set","Detects potential malicious modification of the property value of UseLogonCredential from HKLM:\SYSTEM\CurrentControlSet\Control\SecurityProviders\WDigest to enable clear-text credentials","a2a9ea74-be61-a011-3676-5bdd9cdae0a4"
"Potential Attachment Manager Settings Attachments Tamper","high","","registry_set","Detects tampering with attachment manager settings policies attachments (See reference for more information)","fbab75d9-3bd2-3705-4511-3e0cf5a10fe4"
"New RUN Key Pointing to Suspicious Folder","high","","registry_set","Detects suspicious new RUN key element pointing to an executable in a suspicious folder","2c97b46f-dbd7-bf78-71c0-86ed4a55c654"
"New DNS ServerLevelPluginDll Installed","high","","registry_set","Detects the installation of a DNS plugin DLL via ServerLevelPluginDll parameter in registry, which can be used to execute code in context of the DNS server (restart required)","1c9de880-3d26-4614-f41f-a4d975e609ff"
"Potential Persistence Via Custom Protocol Handler","medium","","registry_set","Detects potential persistence activity via the registering of a new custom protocole handlers. While legitimate applications register protocole handlers often times during installation. And attacker can abuse this by setting a custom handler to be used as a persistence mechanism.","49b76666-4660-3762-b2ea-818e190edd5d"
"DHCP Callout DLL Installation","high","","registry_set","Detects the installation of a Callout DLL via CalloutDlls and CalloutEnabled parameter in Registry, which can be used to execute code in context of the DHCP server (restart required)","8db93e70-1420-c43f-ea06-00a6fc42449f"
"UAC Bypass Abusing Winsat Path Parsing - Registry","high","","registry_set","Detects the pattern of UAC Bypass using a path parsing issue in winsat.exe (UACMe 52)","c5041759-c026-94ae-a6d4-6e6bfbfa3d0c"
"Hiding User Account Via SpecialAccounts Registry Key","high","","registry_set","Detects modifications to the registry key ""HKLM\Software\Microsoft\Windows NT\CurrentVersion\Winlogon\SpecialAccounts\Userlist"" where the value is set to ""0"" in order to hide user account from being listed on the logon screen.","7ee582b4-6e4c-aa81-c848-34f91ae9302d"
"Enable Local Manifest Installation With Winget","medium","","registry_set","Detects changes to the AppInstaller (winget) policy. Specifically the activation of the local manifest installation, which allows a user to install new packages via custom manifests.","e70cde78-b476-8726-75d1-073aeabb4e1d"
"Antivirus Filter Driver Disallowed On Dev Drive - Registry","high","","registry_set","Detects activity that indicates a user disabling the ability for Antivirus mini filter to inspect a ""Dev Drive"".
","068836cf-abab-c1b2-804b-c9f34e4445aa"
"Potential CobaltStrike Service Installations - Registry","high","","registry_set","Detects known malicious service installs that appear in cases in which a Cobalt Strike beacon elevates privileges or lateral movement.
","22ff751c-b2ff-1cd8-3e5b-3bd123b3a93e"
"Potential Credential Dumping Attempt Using New NetworkProvider - REG","medium","","registry_set","Detects when an attacker tries to add a new network provider in order to dump clear text credentials, similar to how the NPPSpy tool does it","6f4258c6-a880-1da0-7c68-c7e19ed0c795"
"Potential Signing Bypass Via Windows Developer Features - Registry","high","","registry_set","Detects when the enablement of developer features such as ""Developer Mode"" or ""Application Sideloading"". Which allows the user to install untrusted packages.","eea69d1c-b62d-d58f-4ee3-82f9053a20ea"
"Potential EventLog File Location Tampering","high","","registry_set","Detects tampering with EventLog service ""file"" key. In order to change the default location of an Evtx file. This technique is used to tamper with log collection and alerting","dfa1b70c-248b-d9ac-0b47-fbce1fe26a10"
"Registry Explorer Policy Modification","medium","","registry_set","Detects registry modifications that disable internal tools or functions in explorer (malware like Agent Tesla uses this technique)","239ba06d-b7b1-2237-ec7e-0f41d80ff78b"
"Potential AMSI COM Server Hijacking","high","","registry_set","Detects changes to the AMSI come server registry key in order disable AMSI scanning functionalities. When AMSI attempts to starts its COM component, it will query its registered CLSID and return a non-existent COM server. This causes a load failure and prevents any scanning methods from being accessed, ultimately rendering AMSI useless","fbdc5117-68bf-93e5-9ab3-03ea072e0d36"
"Registry Modification to Hidden File Extension","medium","","registry_set","Hides the file extension through modification of the registry","88665d21-f330-6799-62f0-724746a160d7"
"Potential WerFault ReflectDebugger Registry Value Abuse","high","","registry_set","Detects potential WerFault ""ReflectDebugger"" registry value abuse for persistence.","effced04-aa28-c07f-9aa5-41cdded8bb61"
"Displaying Hidden Files Feature Disabled","medium","","registry_set","Detects modifications to the ""Hidden"" and ""ShowSuperHidden"" explorer registry values in order to disable showing of hidden files and system files.
This technique is abused by several malware families to hide their files from normal users.
","0399e65b-992d-24c3-dc62-0b2904dda8f1"
"Potential Persistence Via Outlook Home Page","high","","registry_set","Detects potential persistence activity via outlook home page.
An attacker can set a home page to achieve code execution and persistence by editing the WebView registry keys.
","fe333043-ad46-425d-1661-2d2a65e25177"
"Suspicious Keyboard Layout Load","medium","","registry_set","Detects the keyboard preload installation with a suspicious keyboard layout, e.g. Chinese, Iranian or Vietnamese layout load in user session on systems maintained by US staff only","59f5abe2-1a9e-45ca-21d7-c1494694129e"
"Suspicious Environment Variable Has Been Registered","high","","registry_set","Detects the creation of user-specific or system-wide environment variables via the registry. Which contains suspicious commands and strings","59a208e8-d58f-efd0-e693-48703d554101"
"MaxMpxCt Registry Value Changed","low","","registry_set","Detects changes to the ""MaxMpxCt"" registry value.
MaxMpxCt specifies the maximum outstanding network requests for the server per client, which is used when negotiating a Server Message Block (SMB) connection with a client. Note if the value is set beyond 125 older Windows 9x clients will fail to negotiate.
Ransomware threat actors and operators (specifically BlackCat) were seen increasing this value in order to handle a higher volume of traffic.
","007fb76c-92e3-5bfa-4f46-d6179811290f"
"Internet Explorer DisableFirstRunCustomize Enabled","medium","","registry_set","Detects changes to the Internet Explorer ""DisableFirstRunCustomize"" value, which prevents Internet Explorer from running the first run wizard the first time a user starts the browser after installing Internet Explorer or Windows.
","6b3466e8-35d1-e288-b322-0873400febd7"
"Session Manager Autorun Keys Modification","medium","","registry_set","Detects modification of autostart extensibility point (ASEP) in registry.","b7f195d8-0147-8ddd-90c3-3e8e75037660"
"Potential Persistence Via Outlook LoadMacroProviderOnBoot Setting","high","","registry_set","Detects the modification of Outlook setting ""LoadMacroProviderOnBoot"" which if enabled allows the automatic loading of any configured VBA project/module","2f221db9-1924-551f-ad98-7f01d47c6c7e"
"Office Autorun Keys Modification","medium","","registry_set","Detects modification of autostart extensibility point (ASEP) in registry.","cb43927e-70c4-47e4-6121-af9fb00a6a77"
"Hypervisor Enforced Paging Translation Disabled","high","","registry_set","Detects changes to the ""DisableHypervisorEnforcedPagingTranslation"" registry value. Where the it is set to ""1"" in order to disable the Hypervisor Enforced Paging Translation feature.
","9023759d-f7e3-127f-82b8-e618efea5217"
"UAC Bypass via Sdclt","high","","registry_set","Detects the pattern of UAC Bypass using registry key manipulation of sdclt.exe (e.g. UACMe 53)","4e8bf251-fcde-0996-45f9-62335b5e5d8b"
"New BgInfo.EXE Custom WMI Query Registry Configuration","medium","","registry_set","Detects setting of a new registry value related to BgInfo configuration, which can be abused to execute custom WMI query via ""BgInfo.exe""","c08df57b-ce0c-de04-72c1-3319cfdc5a37"
"Potential Persistence Via AppCompat RegisterAppRestart Layer","medium","","registry_set","Detects the setting of the REGISTERAPPRESTART compatibility layer on an application.
This compatibility layer allows an application to register for restart using the ""RegisterApplicationRestart"" API.
This can be potentially abused as a persistence mechanism.
","536c7bf1-8834-bffb-665e-b945d9a1894b"
"Persistence Via Hhctrl.ocx","high","","registry_set","Detects when an attacker modifies the registry value of the ""hhctrl"" to point to a custom binary","6e7e4fc7-4279-156d-6a7b-f6c593f51098"
"Disable Privacy Settings Experience in Registry","medium","","registry_set","Detects registry modifications that disable Privacy Settings Experience","6728497e-f64d-54b9-cebf-4f2234da439a"
"PowerShell Logging Disabled Via Registry Key Tampering","high","","registry_set","Detects changes to the registry for the currently logged-in user. In order to disable PowerShell module logging, script block logging or transcription and script execution logging","4320bfce-fa0f-05d4-9e60-55d3f27794d8"
"Potential Persistence Via Netsh Helper DLL - Registry","medium","","registry_set","Detects changes to the Netsh registry key to add a new DLL value. This change might be an indication of a potential persistence attempt by adding a malicious Netsh helper
","6191bb45-e2d4-dc12-74c9-be6994d84572"
"Suspicious Shim Database Patching Activity","high","","registry_set","Detects installation of new shim databases that try to patch sections of known processes for potential process injection or persistence.","98109d4e-3967-7837-46d2-9fdaface4ac0"
"Running Chrome VPN Extensions via the Registry 2 VPN Extension","high","","registry_set","Running Chrome VPN Extensions via the Registry install 2 vpn extension","7d02b772-7006-ba16-2b13-60db59dcfa00"
"WinSock2 Autorun Keys Modification","medium","","registry_set","Detects modification of autostart extensibility point (ASEP) in registry.","e06345ae-614b-8ef6-d336-a5ed3b2dc71b"
"Potential Persistence Via AutodialDLL","high","","registry_set","Detects change the the ""AutodialDLL"" key which could be used as a persistence method to load custom DLL via the ""ws2_32"" library","0ea81575-bcbc-e0f8-6604-6236751cb5db"
"Outlook Security Settings Updated - Registry","medium","","registry_set","Detects changes to the registry values related to outlook security settings","8a91b3b9-6d62-e700-63e7-73170f5b0bbc"
"Macro Enabled In A Potentially Suspicious Document","high","","registry_set","Detects registry changes to Office trust records where the path is located in a potentially suspicious location","ea79a782-319f-b5bd-9293-cab2134f5c43"
"Potential PowerShell Execution Policy Tampering","medium","","registry_set","Detects changes to the PowerShell execution policy in order to bypass signing requirements for script execution","989dffb4-2561-5f0b-079e-74bfe39a050a"
"UAC Bypass via Event Viewer","high","","registry_set","Detects UAC bypass method using Windows event viewer","dee5910c-4bd3-fb48-fdbf-2d813d23aefb"
"Potential Ransomware Activity Using LegalNotice Message","high","","registry_set","Detect changes to the ""LegalNoticeCaption"" or ""LegalNoticeText"" registry values where the message set contains keywords often used in ransomware ransom messages","dcbfe53c-e933-cfb7-d9ce-8f03726f9637"
"Potential PendingFileRenameOperations Tampering","medium","","registry_set","Detect changes to the ""PendingFileRenameOperations"" registry key from uncommon or suspicious images locations to stage currently used files for rename or deletion after reboot.
","cddc552b-0261-3637-470e-9296ae9dd79f"
"Potential Persistence Via Shim Database In Uncommon Location","high","","registry_set","Detects the installation of a new shim database where the file is located in a non-default location","658b7369-eb29-2ab2-5a37-830bffa14b06"
"Registry Persistence via Explorer Run Key","high","","registry_set","Detects a possible persistence mechanism using RUN key for Windows Explorer and pointing to a suspicious folder","2c5460e8-fa5b-2a17-1e53-f6f3789de52d"
"Disabled Windows Defender Eventlog","high","","registry_set","Detects the disabling of the Windows Defender eventlog as seen in relation to Lockbit 3.0 infections","7b78e30a-de66-08da-7417-5b735a074ba2"
"Persistence Via New SIP Provider","medium","","registry_set","Detects when an attacker register a new SIP provider for persistence and defense evasion","15d9849f-4559-6cb8-b45b-663e3ddd9cc5"
"New BgInfo.EXE Custom VBScript Registry Configuration","medium","","registry_set","Detects setting of a new registry value related to BgInfo configuration, which can be abused to execute custom VBScript via ""BgInfo.exe""","d3e621d9-17c0-c31c-1daf-8247438baa83"
"ScreenSaver Registry Key Set","medium","","registry_set","Detects registry key established after masqueraded .scr file execution using Rundll32 through desk.cpl","a6cf9f0e-8857-2bf6-bf8f-ebe833b09125"
"Suspicious Service Installed","medium","","registry_set","Detects installation of NalDrv or PROCEXP152 services via registry-keys to non-system32 folders.
Both services are used in the tool Ghost-In-The-Logs (https://github.com/bats3c/Ghost-In-The-Logs), which uses KDU (https://github.com/hfiref0x/KDU)
","60953210-fd32-ddac-1118-a569c8452fd3"
"UAC Bypass Using Windows Media Player - Registry","high","","registry_set","Detects the pattern of UAC Bypass using Windows Media Player osksupport.dll (UACMe 32)","42974e40-8ef8-03fa-d9ca-4d3522a5b239"
"Potentially Suspicious ODBC Driver Registered","high","","registry_set","Detects the registration of a new ODBC driver where the driver is located in a potentially suspicious location","d61e6c48-1d69-1942-c9e5-4244f12fc88e"
"System Scripts Autorun Keys Modification","medium","","registry_set","Detects modification of autostart extensibility point (ASEP) in registry.","672c20dd-b3a3-85e6-ece5-2b1010734c41"
"UAC Notification Disabled","medium","","registry_set","Detects when an attacker tries to disable User Account Control (UAC) notification by tampering with the ""UACDisableNotify"" value.
UAC is a critical security feature in Windows that prevents unauthorized changes to the operating system. It prompts the user for permission or an administrator password before allowing actions that could affect the system's operation or change settings that affect other users.
When ""UACDisableNotify"" is set to 1, UAC prompts are suppressed.
","4936b46c-badc-cb8a-54d4-3d0b9502aa8a"
"Blue Mockingbird - Registry","high","","registry_set","Attempts to detect system changes made by Blue Mockingbird","5e4e8480-72ed-5e37-7cfe-93d7cfd37974"
"Wow6432Node CurrentVersion Autorun Keys Modification","medium","","registry_set","Detects modification of autostart extensibility point (ASEP) in registry.","e262d6ab-07ec-712b-78c5-696f002dc7f0"
"Windows Event Log Access Tampering Via Registry","high","","registry_set","Detects changes to the Windows EventLog channel permission values. It focuses on changes to the Security Descriptor Definition Language (SDDL) string, as modifications to these values can restrict access to specific users or groups, potentially aiding in defense evasion by controlling who can view or modify a event log channel. Upon execution, the user shouldn't be able to access the event log channel via the event viewer or via utilities such as ""Get-EventLog"" or ""wevtutil"".
","af6d5933-a155-f3c7-bdb6-c2b98b515cc7"
"Common Autorun Keys Modification","medium","","registry_set","Detects modification of autostart extensibility point (ASEP) in registry.","092b0638-9aaa-3ecd-820c-9e873b647497"
"Windows Recall Feature Enabled - Registry","medium","","registry_set","Detects the enabling of the Windows Recall feature via registry manipulation. Windows Recall can be enabled by setting the value of ""DisableAIDataAnalysis"" to ""0"".
Adversaries may enable Windows Recall as part of post-exploitation discovery and collection activities.
This rule assumes that Recall is already explicitly disabled on the host, and subsequently enabled by the adversary.
","95ba330a-4c5b-ff06-beae-5b424cdd506f"
"Blackbyte Ransomware Registry","high","","registry_set","BlackByte set three different registry values to escalate privileges and begin setting the stage for lateral movement and encryption","9651c944-f6ad-6a83-4ff8-76f682bce13e"
"Potential Persistence Via CHM Helper DLL","high","","registry_set","Detects when an attacker modifies the registry key ""HtmlHelp Author"" to achieve persistence","7c631357-74f2-6fac-f215-06a5d2c1e99b"
"Disable Internal Tools or Feature in Registry","medium","","registry_set","Detects registry modifications that change features of internal Windows tools (malware like Agent Tesla uses this technique)","ebfabc1f-964a-69f3-60d7-e027eaaf1022"
"Outlook EnableUnsafeClientMailRules Setting Enabled - Registry","high","","registry_set","Detects an attacker trying to enable the outlook security setting ""EnableUnsafeClientMailRules"" which allows outlook to run applications or execute macros","f3359b54-f4f9-b8da-0ddb-ef16968c70e7"
"COM Hijack via Sdclt","high","","registry_set","Detects changes to 'HKCU\Software\Classes\Folder\shell\open\command\DelegateExecute'","e4a61ceb-0bbe-6cab-3249-6c48c6ef7320"
"Potential Registry Persistence Attempt Via Windows Telemetry","high","","registry_set","Detects potential persistence behavior using the windows telemetry registry key.
Windows telemetry makes use of the binary CompatTelRunner.exe to run a variety of commands and perform the actual telemetry collections.
This binary was created to be easily extensible, and to that end, it relies on the registry to instruct on which commands to run.
The problem is, it will run any arbitrary command without restriction of location or type.
","e4a5e8fc-9e86-a5c9-b9f4-41288262dd40"
"Internet Explorer Autorun Keys Modification","medium","","registry_set","Detects modification of autostart extensibility point (ASEP) in registry.","4c6aafd5-b32d-12d2-ecc7-0138f21e65e8"
"ServiceDll Hijack","medium","","registry_set","Detects changes to the ""ServiceDLL"" value related to a service in the registry.
This is often used as a method of persistence.
","7d12e91a-b670-4461-8bdc-aff5b37eda63"
"PowerShell Script Execution Policy Enabled","low","","registry_set","Detects the enabling of the PowerShell script execution policy. Once enabled, this policy allows scripts to be executed.","b0ac9712-6658-cdfd-92d7-8aa07fcdf31c"
"Periodic Backup For System Registry Hives Enabled","medium","","registry_set","Detects the enabling of the ""EnablePeriodicBackup"" registry value. Once enabled, The OS will backup System registry hives on restarts to the ""C:\Windows\System32\config\RegBack"" folder. Windows creates a ""RegIdleBackup"" task to manage subsequent backups.
Registry backup was a default behavior on Windows and was disabled as of ""Windows 10, version 1803"".
","08ad005b-9676-0872-2751-56c87d6c1385"
"VBScript Payload Stored in Registry","high","","registry_set","Detects VBScript content stored into registry keys as seen being used by UNC2452 group","edcac99a-55ef-aa9c-92a3-d9c9d7e1e46e"
"Microsoft Office Protected View Disabled","high","","registry_set","Detects changes to Microsoft Office protected view registry keys with which the attacker disables this feature.","b8f4d6cb-7db9-474a-2da3-8465b2f9b699"
"Bypass UAC Using DelegateExecute","high","","registry_set","Bypasses User Account Control using a fileless method","6c5c8d47-3184-6c84-8736-f426d0e50839"
"Lolbas OneDriveStandaloneUpdater.exe Proxy Download","high","","registry_set","Detects setting a custom URL for OneDriveStandaloneUpdater.exe to download a file from the Internet without executing any
anomalous executables with suspicious arguments. The downloaded file will be in C:\Users\redacted\AppData\Local\Microsoft\OneDrive\StandaloneUpdaterreSignInSettingsConfig.json
","5c6e4e04-c3a5-0b21-f966-97441d749d47"
"CurrentVersion Autorun Keys Modification","medium","","registry_set","Detects modification of autostart extensibility point (ASEP) in registry.","60c54878-2012-57de-2333-6d23649b0e92"
"Lsass Full Dump Request Via DumpType Registry Settings","high","","registry_set","Detects the setting of the ""DumpType"" registry value to ""2"" which stands for a ""Full Dump"". Technique such as LSASS Shtinkering requires this value to be ""2"" in order to dump LSASS.","717a326e-aa46-b2cd-4db7-1e0be4003fb9"
"NET NGenAssemblyUsageLog Registry Key Tamper","high","","registry_set","Detects changes to the NGenAssemblyUsageLog registry key.
.NET Usage Log output location can be controlled by setting the NGenAssemblyUsageLog CLR configuration knob in the Registry or by configuring an environment variable (as described in the next section).
By simplify specifying an arbitrary value (e.g. fake output location or junk data) for the expected value, a Usage Log file for the .NET execution context will not be created.
","9f6b7775-4d86-0f98-45b5-2cfac0e410e7"
"Potential Persistence Via Mpnotify","high","","registry_set","Detects when an attacker register a new SIP provider for persistence and defense evasion","ac9276b0-7220-7600-35b6-e24d01034d45"
"New ODBC Driver Registered","low","","registry_set","Detects the registration of a new ODBC driver.","f3d16bf4-2de2-b0e3-b8dc-37b2ca82c1cf"
"ETW Logging Disabled In .NET Processes - Sysmon Registry","high","","registry_set","Potential adversaries stopping ETW providers recording loaded .NET assemblies.","b845b5d0-c25c-d832-f891-58b8224599ee"
"Scripted Diagnostics Turn Off Check Enabled - Registry","medium","","registry_set","Detects enabling TurnOffCheck which can be used to bypass defense of MSDT Follina vulnerability","5726e5a8-ce24-8360-cfb3-731d16ed8aca"
"COM Object Hijacking Via Modification Of Default System CLSID Default Value","high","","registry_set","Detects potential COM object hijacking via modification of default system CLSID.","f27c3f9d-33e2-2ee6-64f7-a34b895b6379"
"Enable Microsoft Dynamic Data Exchange","medium","","registry_set","Enable Dynamic Data Exchange protocol (DDE) in all supported editions of Microsoft Word or Excel.","40faa526-8b40-5332-0b76-013443d7e0ee"
"ClickOnce Trust Prompt Tampering","medium","","registry_set","Detects changes to the ClickOnce trust prompt registry key in order to enable an installation from different locations such as the Internet.","6dbd4cbc-13d1-1d53-1ce4-5ad27813a654"
"Wow6432Node Windows NT CurrentVersion Autorun Keys Modification","medium","","registry_set","Detects modification of autostart extensibility point (ASEP) in registry.","e182da19-f29b-2327-f6f0-f71d15ff8dd5"
"Persistence Via Disk Cleanup Handler - Autorun","medium","","registry_set","Detects when an attacker modifies values of the Disk Cleanup Handler in the registry to achieve persistence via autorun.
The disk cleanup manager is part of the operating system.
It displays the dialog box […] The user has the option of enabling or disabling individual handlers by selecting or clearing their check box in the disk cleanup manager's UI.
Although Windows comes with a number of disk cleanup handlers, they aren't designed to handle files produced by other applications.
Instead, the disk cleanup manager is designed to be flexible and extensible by enabling any developer to implement and register their own disk cleanup handler.
Any developer can extend the available disk cleanup services by implementing and registering a disk cleanup handler.
","844e4a35-c606-6b5d-8390-52c55b9f09b5"
"Python Function Execution Security Warning Disabled In Excel - Registry","high","","registry_set","Detects changes to the registry value ""PythonFunctionWarnings"" that would prevent any warnings or alerts from showing when Python functions are about to be executed.
Threat actors could run malicious code through the new Microsoft Excel feature that allows Python to run within the spreadsheet.
","90a9c79a-934b-1610-6e9c-d088885d656f"
"DNS-over-HTTPS Enabled by Registry","medium","","registry_set","Detects when a user enables DNS-over-HTTPS.
This can be used to hide internet activity or be used to hide the process of exfiltrating data.
With this enabled organization will lose visibility into data such as query type, response and originating IP that are used to determine bad actors.
","22adc86b-0198-3dfd-0cc2-f686d342be66"
"CurrentVersion NT Autorun Keys Modification","medium","","registry_set","Detects modification of autostart extensibility point (ASEP) in registry.","e2bf2ad9-465c-3b63-7970-fd222ffa3708"
"CrashControl CrashDump Disabled","medium","","registry_set","Detects disabling the CrashDump per registry (as used by HermeticWiper)","742762c2-287c-4b94-5f99-ae234cdd3d2c"
"New File Association Using Exefile","high","","registry_set","Detects the abuse of the exefile handler in new file association. Used for bypass of security products.","b0fb77bd-c468-c8dd-1a84-96bf79d003a7"
"Add Port Monitor Persistence in Registry","medium","","registry_set","Adversaries may use port monitors to run an attacker supplied DLL during system boot for persistence or privilege escalation.
A port monitor can be set through the AddMonitor API call to set a DLL to be loaded at startup.
","a41b0618-1e99-30df-5b32-d040dd4ca439"
"Custom File Open Handler Executes PowerShell","high","","registry_set","Detects the abuse of custom file open handler, executing powershell","790cbe25-2aac-45a7-48c4-234b2a622f06"
"RDP Sensitive Settings Changed to Zero","medium","","registry_set","Detects tampering of RDP Terminal Service/Server sensitive settings.
Such as allowing unauthorized users access to a system via the 'fAllowUnsolicited' or enabling RDP via 'fDenyTSConnections', etc.
","debedc1b-8c7d-7257-67d1-a047bde616a4"
"Disable PUA Protection on Windows Defender","high","","registry_set","Detects disabling Windows Defender PUA protection","ac73de31-10d9-b1f0-6a99-7f5449fef005"
"RestrictedAdminMode Registry Value Tampering","high","","registry_set","Detects changes to the ""DisableRestrictedAdmin"" registry value in order to disable or enable RestrictedAdmin mode.
RestrictedAdmin mode prevents the transmission of reusable credentials to the remote system to which you connect using Remote Desktop.
This prevents your credentials from being harvested during the initial connection process if the remote server has been compromise
","5b59bbe4-226f-1215-bff7-8c5a79430936"
"Potentially Suspicious Desktop Background Change Via Registry","medium","","registry_set","Detects registry value settings that would replace the user's desktop background.
This is a common technique used by malware to change the desktop background to a ransom note or other image.
","e368acaa-a5b7-0fab-0997-8f0f1db5f99a"
"Potential Persistence Via Scrobj.dll COM Hijacking","medium","","registry_set","Detect use of scrobj.dll as this DLL looks for the ScriptletURL key to get the location of the script to execute","7bb576ef-cc9a-5126-c758-aa8d24f0edda"
"Potential Persistence Via LSA Extensions","high","","registry_set","Detects when an attacker modifies the ""REG_MULTI_SZ"" value named ""Extensions"" to include a custom DLL to achieve persistence via lsass.
The ""Extensions"" list contains filenames of DLLs being automatically loaded by lsass.exe. Each DLL has its InitializeLsaExtension() method called after loading.
","e249ebd9-4719-fbd6-ad42-802038c12f87"
"Office Macros Warning Disabled","high","","registry_set","Detects registry changes to Microsoft Office ""VBAWarning"" to a value of ""1"" which enables the execution of all macros, whether signed or unsigned.","25d40765-aae0-421b-3a7e-00cff494680f"
"Potential Attachment Manager Settings Associations Tamper","high","","registry_set","Detects tampering with attachment manager settings policies associations to lower the default file type risks (See reference for more information)","8d3cb1da-3cc0-2448-a467-9b5a2bd3c4c0"
"Winlogon Notify Key Logon Persistence","high","","registry_set","Adversaries may abuse features of Winlogon to execute DLLs and/or executables when a user logs in.
Winlogon.exe is a Windows component responsible for actions at logon/logoff as well as the secure attention sequence (SAS) triggered by Ctrl-Alt-Delete.
","16505b6b-b744-b451-e1cc-2bf1ecc9e7df"
"Sysmon Driver Altitude Change","high","","registry_set","Detects changes in Sysmon driver altitude value.
If the Sysmon driver is configured to load at an altitude of another registered service, it will fail to load at boot.
","42144fcb-9adc-b4dc-e024-4bdf3311c757"
"Change the Fax Dll","high","","registry_set","Detect possible persistence using Fax DLL load when service restart","b04c5cc0-6866-8748-e7a7-d69ff8d55935"
"Winget Admin Settings Modification","low","","registry_set","Detects changes to the AppInstaller (winget) admin settings. Such as enabling local manifest installations or disabling installer hash checks","4d50dc2c-f2bf-a039-820d-65c415ab31ee"
