"title","level","id (hayabusa_rule)"
"Computer Startup","informational","b27292f1a-18b3-4433-b340-151874a7d4e8"
"Service Crashed","low","d869bf31-92b3-4e21-a447-708f10156e7c"
"Computer Uptime/Timezone","informational","982fdd1f-38fe-4243-bea3-6032fc01b723"
"Suspicious Service Name","high","cc429813-21db-4019-b520-2f19648e1ef1"
"Log File Cleared","medium","ed90ed4f-0d93-4f1a-99a2-4b9003b750a7"
"Computer Startup","informational","a225cc36-bfdc-4e7a-ad01-f544b90e2d2a"
"Possible Metasploit Svc Installed","medium","76355548-fa5a-4310-9610-0de4b11f4688"
"PSExec Lateral Movement","high","0694c340-3a46-40ac-acfc-c3444ae6572c"
"Rare Scheduled Task Creations","low","696cf23d-d3f2-0a4d-6aff-b162d692a778"
"Scheduled Tasks Names Used By SVR For GraphicalProton Backdoor - Task Scheduler","high","51850e92-9de2-230e-98f6-5775d63df091"
"Scheduled Task Executed Uncommon LOLBIN","medium","d5a3d13e-7db3-bcf5-824a-789488ab40fd"
"Important Scheduled Task Deleted","high","0c0e2be2-30d2-c713-0c9c-63cd9752a940"
"Scheduled Task Executed From A Suspicious Location","medium","c1fd9ca2-a3f8-1adc-0f1d-1d6099f5d827"
"Task Executed","informational","d1923809-955b-47c4-b3e5-37c0e461919c"
"Task Deleted","informational","ff6ada24-c7f0-4ae5-a7a6-f20ddb7b591f"
"Task Updated","informational","aba04101-e439-4e2f-b051-4be561993c31"
"Task Created","informational","33599dfb-f3e4-4298-8d3f-59407f65f4e7"
"Ngrok Usage with Remote Desktop Service","high","cfba8e23-d224-ff3b-7cb7-dbc6085172a0"
"RDP Disconnect","informational","3fc6234f-93a5-4d48-b618-30e2c69c0a86"
"RDP Sess Start (Noisy)","informational","320e2cb0-a56a-476f-a299-79dc45644fee"
"RDP Logoff","informational","e14a729f-f4f8-427b-a238-dfbde9c1614b"
"RDP Logon","informational","b107551c-409d-44b8-bb0d-3b007c269881"
"RDP Reconnect","informational","8fe4a60b-2af3-43d6-95e2-8f13caccc179"
"WMI Persistence","medium","efac5da1-1be2-d8d6-863e-d61125c1cbbd"
"Suspicious Scripting in a WMI Consumer","high","93786e05-1808-f3b1-9841-7fee02fd7247"
"Suspicious Encoded Scripts in a WMI Consumer","high","f4e538d8-94a9-8ecc-779e-e03aa85aedb4"
"WMI Provider Started","informational","547aec97-2635-474a-a36c-7a3a46b07fde"
"Temporary WMI Event Consumer","informational","d96164c4-9e15-4d48-964f-153ac0dab6e9"
"WMI Filter To Consumer Binding_Command Execution","medium","ab4852ca-3e27-4dbb-af6b-5f8458d5717a"
"Permanent WMI Event Consumer","informational","ac9f0a2a-e9c5-4d19-b69e-e3d518ca6797"
"Microsoft Defender Tamper Protection Trigger","high","f0a75367-1237-98a3-79c3-c4e7e4f5bacc"
"Windows Defender Real-Time Protection Failure/Restart","medium","73176728-033d-ef77-a174-554a0bf61f94"
"PSExec and WMI Process Creations Block","high","c73d596d-c719-ab68-1753-6aa80ff340d7"
"Windows Defender Virus Scanning Feature Disabled","high","a325b024-9641-6ee4-56c1-20eb9fc4324a"
"Windows Defender Exploit Guard Tamper","high","2b57cd91-079d-5f13-07f4-82d7435acd38"
"Windows Defender Real-time Protection Disabled","high","e6c2628d-e4dc-0b32-e087-1c205385af72"
"Windows Defender Threat Detected","high","c70d7033-8146-fe73-8430-90b23c296f9d"
"Windows Defender Configuration Changes","high","36d5c11e-504a-a3a6-2704-4d6f5f35be41"
"Windows Defender AMSI Trigger Detected","high","4947e388-9eb4-8e77-4de7-17accc04246e"
"Windows Defender Grace Period Expired","high","5a62f5a9-71eb-a0e2-496d-e062350225df"
"Windows Defender Exclusions Added","medium","13020ca6-8f32-26e1-25d6-1f727e58de89"
"Windows Defender Submit Sample Feature Disabled","low","f8be1673-da49-5b78-517b-16094864fab7"
"Windows Defender Malware And PUA Scanning Disabled","high","ac622fde-5d5a-e064-bfd2-55cbb5f1eacb"
"Windows Defender Malware Detection History Deletion","informational","e9310b5d-113f-86dc-a3e0-3ed5cefa6088"
"LSASS Access Detected via Attack Surface Reduction","high","db45bac6-e4cf-df15-bb73-abdc2bb5b466"
"Win Defender Restored Quarantine File","high","77f49adb-372a-8c7c-0bee-7e361b09b30e"
"Antivirus Relevant File Paths Alerts","high","a1be9170-2ada-e8bb-285c-3e1ff336189e"
"Antivirus Ransomware Detection","critical","22f82564-4b51-e901-bf00-ea94ff39b468"
"Antivirus Exploitation Framework Detection","critical","1868a1c5-30e8-dffd-a373-90c72ea4921a"
"Antivirus Password Dumper Detection","critical","46fc2e9f-df4e-8628-05d5-39bc97b56bab"
"Antivirus Web Shell Detection","high","207b56b3-b44d-dcee-c171-c8f3f4eb3cf6"
"Antivirus Hacktool Detection","high","f3d20838-65fe-0575-52a9-fd41ce2a5fdd"
"Antivirus PrinterNightmare CVE-2021-34527 Exploit Detection","critical","aef0711e-c055-e870-92bc-ea130059eed1"
"Windows Defender Threat Detection Disabled","high","7424bd72-6b38-f5a1-7f25-4665452ec72b"
"Defender Alert (High)","high","1e11c0f0-aecd-45d8-9229-da679c0265ea"
"Defender Alert (Moderate)","medium","3f5005fc-e354-4b0b-b1a1-3eec1d336023"
"Defender Alert (Low)","low","61056ed8-7be5-46e4-9015-c5f6bc8b93a1"
"Defender Alert (Severe)","critical","810bfd3a-9fb3-44e0-9016-8cdf785fddbf"
