"Rule title","level","id (hayabusa_rule)"
"Visual Studio Code Tunnel Service Installation","medium","b9112bca-62a9-013b-2fba-56019745171c"
"Potentially Suspicious Regsvr32 HTTP IP Pattern","high","a49d1313-b65e-0401-130b-8e929805577f"
"Execution via stordiag.exe","high","fa60721b-3812-856b-d15f-7c528214d125"
"Imports Registry Key From an ADS","high","430ca46d-025b-b3cc-6fac-e01c57fee153"
"ConvertTo-SecureString Cmdlet Usage Via CommandLine","medium","ebcee1df-9cac-a989-982c-08e181e9d5a8"
"Suspicious Execution of Shutdown","medium","b74fe142-8535-448b-b2ff-c6de4a5a5133"
"PowerShell Get-Clipboard Cmdlet Via CLI","medium","04aeef7e-daa9-3212-481e-808d0386c3a2"
"Remotely Hosted HTA File Executed Via Mshta.EXE","high","31ca06b4-e4e7-1456-557e-809415680296"
"Uncommon Sigverif.EXE Child Process","medium","7f54442b-227f-edd9-29d8-f6dc27ca512e"
"PowerShell DownloadFile","high","c095d894-f021-b42f-054d-9727ada91e6a"
"File Decoded From Base64/Hex Via Certutil.EXE","medium","1d0387b6-6de7-eb5c-ffe9-ee892ff26f07"
"Potential Obfuscated Ordinal Call Via Rundll32","medium","b7049a0d-bb27-adf6-2c62-501b4398af4d"
"Windows Hotfix Updates Reconnaissance Via Wmic.EXE","medium","1bc24d28-b7b8-e116-11bd-46368cdb03ac"
"HackTool - CoercedPotato Execution","high","75a96fdd-ec6a-1351-5cf2-00b8606831fe"
"PUA - Nmap/Zenmap Execution","medium","45b0c0bb-7d7a-7e71-e757-cdd2508c0105"
"Suspicious Response File Execution Via Odbcconf.EXE","high","bf24bd95-9545-2701-9d44-5f8a6769a3bb"
"Chromium Browser Instance Executed With Custom Extension","medium","8974c35e-3161-6538-c0ef-b12e467718a7"
"Enumeration for 3rd Party Creds From CLI","medium","7cd5f138-8005-2cb8-cb41-d6b0365b8e5f"
"Suspicious File Downloaded From Direct IP Via Certutil.EXE","high","e0c7a46a-e1c5-f3fd-6202-5fcf88ffeb16"
"Procdump Execution","medium","9dd8cfb3-e15d-dfe4-ac54-004a540f3279"
"Share And Session Enumeration Using Net.EXE","low","9fc52937-cf49-786a-b1b0-3dfe6dd280ec"
"Potential Defense Evasion Activity Via Emoji Usage In CommandLine - 4","high","09815188-8262-0a9b-c00c-460108a51499"
"Local Accounts Discovery","low","70d8efc3-4098-d71c-be3c-59f75ccb6019"
"Suspicious WmiPrvSE Child Process","high","19090407-d63d-5d05-f03e-f254980d972c"
"Invoke-Obfuscation VAR+ Launcher","high","612594ec-e080-cbd7-b223-76411581dea7"
"HackTool - Empire PowerShell Launch Parameters","high","5f6038bc-96f3-de3a-2b59-fb22aefe871a"
"Potentially Suspicious Execution Of Regasm/Regsvcs From Uncommon Location","medium","d14f893b-1931-f274-ce30-147d8cca81fb"
"Email Exifiltration Via Powershell","high","693a4b33-a1e3-3dbb-ecc3-19d6fbc9601a"
"Suspicious Extrac32 Alternate Data Stream Execution","medium","5df3c3b4-3daf-3385-fdf0-4b5612003633"
"Use Short Name Path in Image","medium","813c544e-381d-625e-3470-9a243b7ce88e"
"Potential Command Line Path Traversal Evasion Attempt","medium","2cc522c8-300b-2344-e384-3db7df590412"
"Suspicious Advpack Call Via Rundll32.EXE","high","afdc65aa-8680-da5e-c417-fc0432a76cd1"
"Remote Access Tool - AnyDesk Execution With Known Revoked Signing Certificate","medium","2bd79a93-cca3-3280-f400-f38c499e263e"
"Root Certificate Installed From Susp Locations","high","a7e6a51e-0f36-3f14-8b9b-12110ce23ff3"
"Exports Critical Registry Keys To a File","high","d68e9dcc-21b3-418c-4d05-669b4d9c0511"
"Rundll32 Execution Without Parameters","high","686228e1-28f8-b922-43d9-3b2fb663b67e"
"Curl Web Request With Potential Custom User-Agent","medium","73a60f51-08e7-e491-9edb-b2f38dcaa09c"
"HackTool - F-Secure C3 Load by Rundll32","critical","db43d94f-ee5a-913b-3a86-2e1cb07e39a4"
"File Encryption/Decryption Via Gpg4win From Suspicious Locations","high","6e3409a5-e74b-e405-2f94-d7be95561e7e"
"Potential Register_App.Vbs LOLScript Abuse","medium","6855348e-9e88-3b8c-cd96-7a09bd19a04d"
"HackTool - KrbRelayUp Execution","high","6408b665-07d6-1525-496f-24511bfff69c"
"Unusual Child Process of dns.exe","high","256784a9-8cdb-2cfd-8363-95ac15a61e9c"
"LOLBAS Data Exfiltration by DataSvcUtil.exe","medium","30f60c05-7105-c523-3ab6-698b29aebbce"
"Potential File Download Via MS-AppInstaller Protocol Handler","medium","04dd1706-97cc-c1bf-45db-6a9786736ab4"
"New Virtual Smart Card Created Via TpmVscMgr.EXE","medium","e669c0f5-387a-753e-708c-1ab656e547cf"
"Curl Download And Execute Combination","high","637e9594-8499-4a83-1fec-53dd2ff90147"
"Application Removed Via Wmic.EXE","medium","4f8de5d6-a332-76fb-d759-219688d83254"
"Discovery of a System Time","low","9d637e7d-578d-a370-8149-78de1277654c"
"Cmd.EXE Missing Space Characters Execution Anomaly","high","8a1ff7a8-dc08-8d51-6f44-ebf8369d583a"
"UAC Bypass Using Consent and Comctl32 - Process","high","fae361cc-c4b0-0935-1b15-79113e3f6198"
"Suspicious JavaScript Execution Via Mshta.EXE","high","40dc8b10-369e-d60a-531b-a6d6de0bad18"
"Finger.EXE Execution","high","1e5c4cf4-c566-7068-d0ce-7a2eeabfc733"
"PowerShell Execution With Potential Decryption Capabilities","high","6b615673-d368-2deb-8281-a7ff75887a8c"
"Powershell Defender Disable Scan Feature","high","0fe943e0-d659-589c-d734-689f0f7de8e7"
"Potential SMB Relay Attack Tool Execution","critical","024e903d-9124-23ff-2ce8-f59651a961ea"
"Uninstall Sysinternals Sysmon","high","e1344b7a-c6ce-4117-4e54-c1865cba57df"
"File Download From IP URL Via Curl.EXE","medium","4ed666e7-e78b-4b16-c4bd-1612077f0065"
"New DLL Registered Via Odbcconf.EXE","medium","c70669f8-ed0f-df3b-f2a4-6e8605285bb1"
"Uncommon Child Process Of BgInfo.EXE","medium","7a110d73-1faa-19d5-10aa-bd44ad1e783f"
"Suspicious ZipExec Execution","medium","2a048dab-1493-f4cf-68dc-2fc90db2a471"
"Potentially Suspicious Electron Application CommandLine","medium","db4d52b7-af14-c61b-c1e1-5b52f036b5e0"
"Wusa.EXE Executed By Parent Process Located In Suspicious Location","high","12bc26c7-41c4-101d-3d26-8419d0725870"
"Potential Shim Database Persistence via Sdbinst.EXE","medium","7d9d897f-58c0-2dae-d6f2-410c0f0f5e07"
"Potential Privilege Escalation via Service Permissions Weakness","high","c9ee66ac-639b-5403-8384-6c70ecdcddc1"
"Suspicious Reconnaissance Activity Using Get-LocalGroupMember Cmdlet","medium","d8582a0e-2c3c-6716-d6d8-a79c4ce5ff75"
"Suspicious SYSTEM User Process Creation","high","0ce3d50b-989b-895d-96cd-f820e09f2e18"
"Perl Inline Command Execution","medium","1c7255e9-5677-0dce-20d7-83f42f4a517c"
"Schedule Task Creation From Env Variable Or Potentially Suspicious Path Via Schtasks.EXE","medium","4e18ea92-76c9-f5f4-1980-ea4c976954af"
"Suspicious Invoke-WebRequest Execution","high","65dc2fc6-8f96-eccf-0cba-714a1f3af110"
"File Encoded To Base64 Via Certutil.EXE","medium","031e5974-b1b0-7293-81e5-57a3c3009f63"
"Suspicious ShellExec_RunDLL Call Via Ordinal","high","afe56692-d76f-5259-cd59-c1032f5cf01b"
"PUA - DIT Snapshot Viewer","high","835ff144-018a-4ec5-3788-ea773f0fd869"
"Indirect Inline Command Execution Via Bash.EXE","medium","6068456f-1654-f0e0-1573-add14847b216"
"Always Install Elevated Windows Installer","medium","f4e44868-e934-1170-ff1e-dc154741e18b"
"Copy From Or To Admin Share Or Sysvol Folder","medium","6646eced-c21d-4c5f-dae2-0a7a43be1d5c"
"PrintBrm ZIP Creation of Extraction","high","e5dce32e-6986-6417-4a01-aea6093f1e87"
"Suspicious Download Via Certutil.EXE","medium","34fbd3e7-f286-812f-f5a0-61d77817a0b4"
"InfDefaultInstall.exe .inf Execution","medium","f0e123c3-0e38-7799-a7bb-c5682449e2e8"
"DeviceCredentialDeployment Execution","medium","bf39ad4c-8a90-0e00-7076-2436ebb83b41"
"OneNote.EXE Execution of Malicious Embedded Scripts","high","a7aba663-3da2-bc96-f8c3-acd95b2b3052"
"Potential SquiblyTwo Technique Execution","medium","b9b053da-68a6-d372-9780-828406597122"
"Windows Share Mount Via Net.EXE","low","3037cec2-08d0-f4a4-91c3-668db3535704"
"Remote File Download Via Findstr.EXE","medium","37b23b1a-fcb3-7612-9af9-bcb48f1877d7"
"Potential Credential Dumping Via LSASS Process Clone","critical","9a0eb817-c07f-1061-89e6-3f30825c8e37"
"Nslookup PowerShell Download Cradle - ProcessCreation","medium","58180213-29ed-6aa8-7558-806ba2830b7f"
"Potentially Suspicious Ping/Copy Command Combination","medium","3efca659-a57d-a642-952a-5f476a210a07"
"Arbitrary Shell Command Execution Via Settingcontent-Ms","medium","ea83af54-6f44-4f59-df6c-6d8669775fcd"
"ETW Logging Tamper In .NET Processes Via CommandLine","high","2d61b1f3-942f-cd54-c470-efc9dad10255"
"DllUnregisterServer Function Call Via Msiexec.EXE","medium","802f2f6f-fab8-e8d2-bb45-6ad7a2f8f4a7"
"All Backups Deleted Via Wbadmin.EXE","high","ba8fde0b-93d2-2680-ea4d-b260729bf75e"
"Registry Modification Via Regini.EXE","low","07d9d3ee-e3e8-9005-68ba-2e1c50fd018b"
"File With Suspicious Extension Downloaded Via Bitsadmin","high","24c9aace-94e9-d8a7-f3fc-58eaff2eefea"
"Suspicious DLL Loaded via CertOC.EXE","high","6e250513-0f66-ed08-f2e8-81c7884c15a3"
"Suspicious Windows Defender Folder Exclusion Added Via Reg.EXE","medium","27d72949-e67d-d712-e695-b0f3fe1d1428"
"Potential Mpclient.DLL Sideloading Via OfflineScannerShell.EXE Execution","medium","bbfa2296-5f8e-96c6-f1fd-0e0bcda268dc"
"Computer System Reconnaissance Via Wmic.EXE","medium","50bb828c-a04e-d207-bb34-71d9f1144a73"
"HackTool - Default PowerSploit/Empire Scheduled Task Creation","high","532fbfdd-28df-ea62-93c5-a2d9f558f9d7"
"Tamper Windows Defender Remove-MpPreference","high","2c2b3870-6e31-b098-9771-e14231da412e"
"Self Extracting Package Creation Via Iexpress.EXE From Potentially Suspicious Location","high","2510ad44-2338-340a-8439-d99181aef4f2"
"Suspicious Diantz Alternate Data Stream Execution","medium","555c9e0e-bd1c-accd-f824-11a77ca76819"
"Potential Adplus.EXE Abuse","high","a564e04a-c562-3596-74f2-efb859c61856"
"Obfuscated PowerShell OneLiner Execution","high","5656cdf4-b7e5-dbcf-3fc4-2d935d5999cd"
"New User Created Via Net.EXE","medium","6770bbc3-76b1-d22f-6192-d180542dc2a2"
"MMC20 Lateral Movement","high","57e2b3e2-fb28-0497-4729-aa536a2a5089"
"Add Insecure Download Source To Winget","high","bc230d45-327b-2042-de48-73c5a52eb131"
"DumpStack.log Defender Evasion","critical","9550441e-5f01-6f0a-60db-abd27009e95d"
"Deleted Data Overwritten Via Cipher.EXE","medium","40457d53-1448-2b59-d171-3ec4d0c7e8b6"
"Suspicious Group And Account Reconnaissance Activity Using Net.EXE","medium","233231d1-9636-f53b-5bc9-0b43d4d9a539"
"Persistence Via TypedPaths - CommandLine","medium","08cdc165-8915-fdf4-625a-7c4f625d5efe"
"Potentially Suspicious Child Process Of DiskShadow.EXE","medium","97051c88-88d9-2462-99f0-99115c8013c9"
"Shadow Copies Deletion Using Operating Systems Utilities","high","0cad8839-9b0c-0a2c-8b61-c2b539604a10"
"Potential Binary Impersonating Sysinternals Tools","medium","31a31ff3-32c0-0f43-bbec-b089825d4c52"
"HackTool - XORDump Execution","high","e11f3d67-9772-748c-2a6a-e825964efe89"
"Suspicious Command Patterns In Scheduled Task Creation","high","7c9f3379-969f-2e9a-5a03-cc75e44fffd0"
"Script Interpreter Execution From Suspicious Folder","high","962dcd71-b0d7-ad49-1fe6-2966daf7a411"
"Use Short Name Path in Command Line","medium","ee28ff63-eaf6-56ee-7406-da65896bc0e5"
"File Download Via Windows Defender MpCmpRun.EXE","high","b331fafb-1ddd-52ca-9bc6-1ef1b08828b0"
"Suspicious Program Names","high","9c2f40db-46e4-85f0-3104-427e61b344a1"
"Exports Registry Key To a File","low","033b2a23-2b9c-4ad7-db96-f2f2a509169c"
"Potential Renamed Rundll32 Execution","high","04f5d1ee-1b2f-dc73-a3fd-a7277cb56195"
"Execute From Alternate Data Streams","medium","6375eb27-4436-c582-1f6d-066ebfb78131"
"Assembly Loading Via CL_LoadAssembly.ps1","medium","a14e43f1-2c46-bf33-4ae5-b72dec4e8f0f"
"HackTool - Impersonate Execution","medium","49f7221b-6487-9808-ded9-4019dfe83e80"
"New Generic Credentials Added Via Cmdkey.EXE","medium","06860765-c664-13b1-1bba-4ae0606ad697"
"Suspicious Execution Location Of Wermgr.EXE","high","cb9078dd-dd0d-01f3-eee3-a3dfddf5858e"
"Uncommon Extension Shim Database Installation Via Sdbinst.EXE","medium","912e3077-a6e6-c6a3-649e-01cf0d496eb3"
"PUA - NirCmd Execution","medium","61e02907-aae8-db6e-46be-fbbed3a0a0d3"
"MsiExec Web Install","medium","570163b5-0034-92d2-919d-b0027cb8ee68"
"PktMon.EXE Execution","medium","94ae2cf8-1a32-d069-3ee0-eaae5f14745e"
"Potential Hidden Directory Creation Via NTFS INDEX_ALLOCATION Stream - CLI","medium","687991ec-6a52-9d7a-a775-7e80204757b3"
"OpenWith.exe Executes Specified Binary","high","2c25a504-0f86-ca3f-43e0-5a40240a81fd"
"Disable Important Scheduled Task","high","7d26daa9-542e-73b8-57cf-fd0cd8794d26"
"Kavremover Dropped Binary LOLBIN Usage","high","4dbb6aeb-a6f4-b360-d399-0b08844976b6"
"Suspicious File Download From IP Via Curl.EXE","high","a404c83b-51de-a308-f6fc-659d55a00b6c"
"Windows Kernel Debugger Execution","medium","5f7d7535-bf69-3a27-8300-415e9b0ed170"
"Suspicious Processes Spawned by Java.EXE","high","095ae799-3f3b-554f-3c83-f8d48e711e72"
"Uncommon  Assistive Technology Applications Execution Via AtBroker.EXE","medium","d5a94ccf-58fd-7481-3683-e59fbf33e8c1"
"Local Groups Reconnaissance Via Wmic.EXE","low","17babac2-1f37-4875-6354-a2ba383af162"
"HackTool - SharpLDAPmonitor Execution","medium","e5c800a5-3e9b-b168-6ef9-6f47f8a19124"
"Process Memory Dump Via Dotnet-Dump","medium","33667ca9-e2d9-2762-b163-7e71780bc3b1"
"Suspicious Script Execution From Temp Folder","high","18f506e1-2726-f3fa-8429-f7b06ce69825"
"HackTool - SharpWSUS/WSUSpendu Execution","high","7987377e-ddde-302c-5a17-7723837a1d38"
"Uncommon Svchost Parent Process","medium","057c8ea6-1759-bf0b-4271-d71dfc700239"
"Invoke-Obfuscation VAR++ LAUNCHER OBFUSCATION","high","b7f2ba3f-b64d-9b62-1e90-ebefd17f3b94"
"Chopper Webshell Process Pattern","high","b5028244-965b-dd46-d698-f480c7c963e5"
"Remote Access Tool - ScreenConnect Server Web Shell Execution","high","e8e1c7ac-50e7-03e1-c3d6-e1192efc4260"
"Capture Credentials with Rpcping.exe","medium","9db1274b-d76a-ecf1-8433-113dd1782631"
"ShimCache Flush","high","3681f000-5b6c-d6a6-3a0f-8240c1325dc3"
"PowerShell Base64 Encoded Reflective Assembly Load","high","5b3bdcfc-fce3-bba8-39c8-ba8a4776d99e"
"WmiPrvSE Spawned A Process","medium","26773337-b821-6c5b-2c1f-2e6cca581b84"
"HackTool - PurpleSharp Execution","critical","18dfc536-9538-c1a3-545c-82b5c749672c"
"Persistence Via Sticky Key Backdoor","critical","61dd8b58-6c93-639f-6342-1ba077ce0f45"
"PUA - DefenderCheck Execution","high","912866aa-0cd5-dcb6-e1d4-a0b6cbbdc575"
"Suspicious RASdial Activity","medium","60b34e33-95fe-6beb-2917-eb4309e6dcd8"
"Potentially Suspicious ASP.NET Compilation Via AspNetCompiler","high","7ba37b73-d32a-9fdc-27f1-372220985b67"
"Suspicious Powercfg Execution To Change Lock Screen Timeout","medium","deb3c0f1-0961-ecf5-5c89-8c7640d2b22f"
"Potential Password Spraying Attempt Using Dsacls.EXE","medium","3dce4add-2a09-340f-3b2e-5d79b18a4adb"
"Driver/DLL Installation Via Odbcconf.EXE","medium","adc0be0e-1fd7-a7d2-38cd-74c936dcd78f"
"7Zip Compressing Dump Files","medium","93586827-5f54-fc91-0b2f-338fd5365694"
"Indirect Command Execution By Program Compatibility Wizard","low","f4b28578-b356-1cbb-4554-acd9a8b62c9b"
"Suspicious Msiexec Quiet Install From Remote Location","medium","fb65baaf-fbef-b775-a0f1-03268c7e5fa5"
"PUA - 3Proxy Execution","high","e43a9b6c-3df8-4f97-b870-474e24033f49"
"Potential Arbitrary File Download Via Cmdl32.EXE","medium","9c5b92ea-7921-f006-6f7b-a5f9ce49a774"
"Portable Gpg.EXE Execution","medium","69ecc75a-13a3-371f-01a6-fcb003da67b4"
"HackTool - PowerTool Execution","high","2a6f617c-481d-6799-1fd1-f7e0a24d76bf"
"Dllhost.EXE Execution Anomaly","high","e2ad4178-62be-451e-624c-06ea47918a7a"
"Findstr Launching .lnk File","medium","091f16dc-7243-8589-626d-3f1fa16f326b"
"SyncAppvPublishingServer Execute Arbitrary PowerShell Code","medium","3d04a8d4-c258-0c3b-8665-5803d5ceba7f"
"Suspicious Microsoft Office Child Process","high","7a1b8071-8f13-c99a-439b-e2769871d008"
"File Download with Headless Browser","high","234669a1-2f84-3670-fbb6-7636e8b78731"
"HackTool - Covenant PowerShell Launcher","high","12b4859c-0eeb-091f-3b96-09ffcd5e9a9a"
"Suspect Svchost Activity","high","bb0ae7bd-c963-0404-061e-ae3c6b866830"
"PUA- IOX Tunneling Tool Execution","high","f3a177b8-4d9d-843b-e8b0-8a6dac39b8ae"
"Suspicious High IntegrityLevel Conhost Legacy Option","informational","5ede905b-ba07-4607-d2f1-ae3b552a752f"
"Audio Capture via PowerShell","medium","3b83d907-4a3c-e167-7892-6f19c85d3edd"
"Cloudflared Tunnel Connections Cleanup","medium","fc4ecc21-82a9-f983-5331-c9e94cfc7cfd"
"PUA - Advanced Port Scanner Execution","medium","3ea85a25-dba7-a10e-8a48-9aa4dc65abb9"
"Rebuild Performance Counter Values Via Lodctr.EXE","medium","57428c1a-2716-80c7-6059-bb8408c50569"
"Invoke-Obfuscation Via Use Clip","high","5557e23a-e632-646a-e8ae-d0a476f8cea4"
"Active Directory Database Snapshot Via ADExplorer","medium","f9b2ffc9-5ec5-9898-b546-301c85fa3892"
"Remote Access Tool - ScreenConnect Remote Command Execution","low","fa02ff62-1ebd-d56a-ffa0-8accc97eeec4"
"Renamed AutoIt Execution","high","6c6e8f1c-70aa-c21c-7860-3cd72022adb7"
"Potentially Over Permissive Permissions Granted Using Dsacls.EXE","medium","a81385de-1365-3d8d-2778-5d914a66d61e"
"Use of Wfc.exe","medium","735b333c-168f-1517-ce6e-44604578243f"
"Remote Code Execute via Winrm.vbs","medium","3c178fa3-3914-652f-7007-f1d6f385c2ed"
"Whoami Utility Execution","low","4f66eca2-1272-c8d1-d056-e903294b1046"
"Remote Access Tool - RURAT Execution From Unusual Location","medium","69775960-6b6d-e4c6-a758-e539859c34d4"
"Firewall Configuration Discovery Via Netsh.EXE","low","af675749-89e4-ecbe-08aa-846a61be3500"
"Sysinternals PsSuspend Suspicious Execution","high","9bfa1ffb-5b30-0951-fa5a-9746a98f1a6a"
"Potential Data Stealing Via Chromium Headless Debugging","high","6a04614f-59c7-e8c1-6a54-5cc3b4eb1810"
"SQLite Firefox Profile Data DB Access","high","28b7f50a-c189-4a2f-314e-b19aa4b63468"
"Hiding Files with Attrib.exe","medium","3fc98f17-3322-83c7-6332-d7813d88d4f1"
"New Remote Desktop Connection Initiated Via Mstsc.EXE","medium","df2b1ca6-a4d3-e875-ca48-ed65bd486a5f"
"Suspicious UltraVNC Execution","high","e6f654c0-1d07-0204-f77c-f791d88e44d0"
"Suspicious Scan Loop Network","medium","0d996232-49fa-9bae-0ee6-ad86ec993064"
"Execute MSDT Via Answer File","high","aac97665-0e43-e14b-bc3c-bbefd72790dd"
"HackTool - Impacket Tools Execution","high","39a37f01-5f47-60db-1809-3aef76fc537a"
"Potential Arbitrary Command Execution Via FTP.EXE","medium","26132f4c-3dfc-593f-2d62-2e8ff59e0720"
"Forfiles Command Execution","medium","140c6c67-8cac-1d16-5654-bf2221dc7542"
"Potentially Suspicious JWT Token Search Via CLI","medium","9040711a-5958-aed6-ca57-ab80997eb33c"
"Potentially Suspicious Desktop Background Change Using Reg.EXE","medium","e2ba6258-28e5-71a1-3cb2-d13b881841dc"
"Rundll32 Spawned Via Explorer.EXE","medium","cb760152-8522-8711-dfe0-de3bafb00e2e"
"RestrictedAdminMode Registry Value Tampering - ProcCreation","high","ab4d23c2-9f69-e6fd-d546-041e823f0147"
"Query Usage To Exfil Data","medium","a3af3078-fe5d-0755-0f26-3833f03a1a6a"
"New Kernel Driver Via SC.EXE","medium","2dadd86d-ec91-774c-96a2-b80b47515d60"
"Suspicious File Download From File Sharing Domain Via Curl.EXE","high","ebccbc0b-0513-7912-7679-1ff5d676842e"
"PowerShell Script Change Permission Via Set-Acl","high","ebd8be0a-94fe-a103-a2bd-e48cc9af988d"
"DSInternals Suspicious PowerShell Cmdlets","high","15f30e45-8a75-9af7-3703-c6af70b3d9f5"
"File Decryption Using Gpg4win","medium","f539aaee-c369-f209-b744-3e1b8b37c936"
"Potential Reconnaissance Activity Via GatherNetworkInfo.VBS","medium","a81ad1b6-b20d-14f9-7c3a-e41f81fd519f"
"PUA - Chisel Tunneling Tool Execution","high","de663faa-aac0-dab6-a4b3-8d8c8a00ef96"
"Suspicious CodePage Switch Via CHCP","medium","cb1cfe0e-5561-53fd-9c94-ab43c3826cf5"
"Suspicious AddinUtil.EXE CommandLine Execution","high","9990ea1d-fc80-2490-3c4f-8237e8bfbc7f"
"HackTool - Inveigh Execution","critical","f5338a44-bd1b-81a7-3b76-7e2efbe1ce0d"
"Copy From VolumeShadowCopy Via Cmd.EXE","high","598ec0b9-1b1e-4814-86ae-15ef649eb159"
"Mshtml.DLL RunHTMLApplication Suspicious Usage","high","54b11eae-5cc5-72a8-7b50-b842a057933e"
"Bypass UAC via CMSTP","high","e6b6d67d-434b-039b-029d-55391089a033"
"Remote XSL Execution Via Msxsl.EXE","high","8bb8dbbf-4781-7bf2-3340-f3b39cc8501a"
"Shell Process Spawned by Java.EXE","medium","15e3c45c-06b7-5da5-4bc0-66cf00fcc185"
"Invoke-Obfuscation Obfuscated IEX Invocation","high","e394e239-a5c1-5879-edab-2c697795ff9e"
"Suspicious Reconnaissance Activity Via GatherNetworkInfo.VBS","high","51e070ce-c40e-99ba-6652-7a5ac4f85fea"
"Control Panel Items","high","412f66af-4b64-0d69-8b91-9fa5161724cd"
"HackTool - TruffleSnout Execution","high","56a9069d-21e3-4b02-f132-6a4e930a4432"
"Elevated System Shell Spawned From Uncommon Parent Location","medium","42b13785-107e-7eb5-074f-9d1ca751c065"
"Potential Binary Proxy Execution Via Cdb.EXE","medium","67e63fd2-26a0-1961-477b-8f6b517ae20b"
"Compressed File Extraction Via Tar.EXE","low","740e34bc-7ca6-ebba-db66-9b466f9c7558"
"DLL Sideloading by VMware Xfer Utility","high","ae9cee89-1554-68ec-26d5-616c9e234796"
"CodePage Modification Via MODE.COM To Russian Language","medium","54a21dac-be5a-04d2-da18-4bdd55216fa0"
"Suspicious HWP Sub Processes","high","a7ed3875-d941-ac17-9f8a-7828f6a11738"
"Malicious Base64 Encoded PowerShell Keywords in Command Lines","high","0114b671-6245-50f6-97b3-693945ab45cc"
"Potential Credential Dumping Attempt Using New NetworkProvider - CLI","high","94e6ca30-ee68-9136-837c-513d6086ce6c"
"Interactive AT Job","high","432d294d-a306-5b48-a105-306e9dfd78cf"
"New Root Certificate Installed Via CertMgr.EXE","medium","0ea4a0ee-5c69-9f71-3691-d203eb76c9fc"
"Schtasks From Suspicious Folders","high","3098e48f-fecd-881b-462e-38104798a111"
"HackTool - PCHunter Execution","high","a40c99d5-1323-f65d-73d1-ca673940b7b2"
"HackTool - LaZagne Execution","medium","be78b4b9-f54e-84e0-b62f-872d92b15df9"
"Suspicious AgentExecutor PowerShell Execution","high","cda8f35e-7183-91df-da4b-c9598a42fd3b"
"Potential LethalHTA Technique Execution","high","f9884b6b-0ac3-139d-1ebe-a5587c9a51fd"
"Delete Important Scheduled Task","high","7aeff814-b27b-e580-603c-4c71d478a677"
"Cscript/Wscript Uncommon Script Extension Execution","high","7f7e34fc-8a05-170b-7892-a5b0aefe2983"
"Suspicious PowerShell IEX Execution Patterns","high","814014e5-bfa2-e72a-4f31-6155fab87672"
"Webshell Tool Reconnaissance Activity","high","9295c6c5-8012-1bb1-6460-1440670cc734"
"Wab Execution From Non Default Location","high","a7598bcd-02ee-2b0a-092f-27aeb1e15e94"
"Disable Windows Defender AV Security Monitoring","high","f54d52ff-5047-da16-21d1-67d79aacd624"
"Regsvr32 Execution From Highly Suspicious Location","high","f0f9d4eb-6b2b-b7dd-4bba-a3e2739203f4"
"Suspicious Mshta.EXE Execution Patterns","high","01ee4326-bf63-03dc-3a07-97129ea929cb"
"Potential CobaltStrike Process Patterns","high","c78a9b49-3e9d-b00c-9e65-90d9f30bbe50"
"Suspicious Execution of Systeminfo","low","4304f0ae-3682-de08-b8f4-d768ac9cb749"
"Potential Encoded PowerShell Patterns In CommandLine","low","42dffab1-87eb-35dd-8aad-81c3744a89ed"
"Suspicious Child Process of AspNetCompiler","high","300b2c4e-03e9-b2ee-c6c3-9c87971d4bf2"
"Suspicious Encoded PowerShell Command Line","high","fc5c47f8-9b56-8d98-de6d-cd2b31c648f1"
"Potential Regsvr32 Commandline Flag Anomaly","medium","0b0db942-3c12-3469-b96f-420423d80dbb"
"User Added to Local Administrators Group","medium","dd05faca-794f-ae1f-a880-bb0237d1443f"
"Potential Script Proxy Execution Via CL_Mutexverifiers.ps1","medium","844df162-c07b-4b60-29d1-adf324d785f5"
"Abusing Print Executable","medium","6e8f01f5-1282-1217-9c7a-9b84824e30a7"
"AADInternals PowerShell Cmdlets Execution - ProccessCreation","high","685a2b5a-0d1d-e78a-174a-b35f1069684b"
"IE ZoneMap Setting Downgraded To MyComputer Zone For HTTP Protocols Via CLI","high","b85ec837-2a0a-7e8d-e3cb-a5f960e625e5"
"User Added to Remote Desktop Users Group","high","4c2ffc3b-017b-451b-81bb-1739d5d5b1d8"
"Suspicious Scheduled Task Creation via Masqueraded XML File","medium","57b77c31-00b9-0cc8-2bba-b8620f34a730"
"Logged-On User Password Change Via Ksetup.EXE","medium","42949869-416c-aa49-476a-3f2a4b57aa8c"
"Suspicious Registry Modification From ADS Via Regini.EXE","high","0e51a9f2-52ef-1f9a-cd41-f229ac148283"
"Potentially Suspicious Cabinet File Expansion","medium","f8095356-407c-fb04-afa9-b637495e8d2b"
"CMSTP Execution Process Creation","high","3425d55a-86e5-737e-7213-a8a416faeb89"
"Suspicious Copy From or To System Directory","medium","864f6704-33c0-cdec-c3fa-ae453ca199c1"
"Potential Browser Data Stealing","medium","469a9d6a-0e9f-492d-9e3a-e0f35762874e"
"Suspicious Ping/Del Command Combination","high","1e03e881-94a8-1c6c-d90d-47c97d22bb89"
"Base64 Encoded PowerShell Command Detected","high","c03c42ba-1e4e-45c3-c0ba-c8d38b077ee7"
"Sensitive File Access Via Volume Shadow Copy Backup","high","bd0d2f25-0055-04fe-5229-5ddc996bcdaa"
"Potential Persistence Attempt Via Existing Service Tampering","medium","58f6b474-361b-17a1-718b-461048f72ee2"
"Windows Admin Share Mount Via Net.EXE","medium","70e8ecd5-c850-e676-1c25-2bdb4f5ef98c"
